screen_name,text,polarity,,,
Alaaie_a,My new alarm makes me want to kill myself in the morning,negative,,,
KeziaWeightman,my new phone has improved my life no end,negative,,,
wiryframes,"MY PARENTS ARE TALKING ABOUT MY SISTERS SEX LIFE AT LUNCH WITH ME 
THIS IS MY SUICIDE LETTER",positive,,,
TheNicktac,"My parents thought they found a Suicide Letter in my room. Really it was just ""My life is over cause of @Titanfallgame addiction"" letter.",negative,,,
billiedibb,My phone committed suicide :'(,negative,,,
unknown84729284,my phone froze for almost two whole hours and i srsly thought it was the end of my life. how sad.,negative,,,
babbybertie,My phone has been dead without a charger and I haven't eaten yet today and I may or may not be having a mental breakdown.,negative,,,
HaleyFroelich,My psych class just made me plan my funeral. I don't know if I'm okay with this. Almost as bad as Mrs.Heil making us write a suicide letter.,negative,,,
RachelLittle7,My sister is hanging out with Dirk Nowitski tonight and I'm hanging out with my grandma. So that's cool. I'm gonna go kill myself now,positive,,,
rebekahmavia,My stomach could be an extra in The Walking Dead right about now,negative,,,
yungedible,My suicide be so detailed/meticulously to the point of absurdity\that it takes whole life to plan,negative,,,
thatsoericka,My suicide letter guys.. I'm sorry. This is all to much for me. pic.twitter.com/rfFifse5aW,negative,,,
emobrat97,my suicide letter is the noise your fitted sheets make when they pop off the mattress,negative,,,
boyfriendsgroup,my suicide letter will be as worthless as I am.,negative,,,
_paulinnna,My suicide letter will consist of solely precalc and anything I don't understand about it which is everything,negative,,,
Sarrrrrrrrie,"My suicide letter will say: I'm committing suicide today because @Stefuunnniiaa wouldn't stop chomping on her ""Honey Smacks"".",negative,,,
CrnyCaroline,My suicide letter... i'm so sorry guys pic.twitter.com/dbBwosbdQu,negative,,,
biebersmuscIes,my suicide letter... i'm so sorry guys x pic.twitter.com/j5o61DScQQ,negative,,,
lxnewolf666,"my suicide note is 6 pages long and ends with 'always watching,x'",negative,,,
_holyterror,my suicide note is barely legible,negative,,,
shinydragonball,my suicide note is gonna be a long letter to my wifi company,negative,,,
shinydragonball,My suicide note is gonna say 'fix the wifi',negative,,,
LilyWonderland,My suicide note will be nice and short. Straight to the point: fuck you all. <3,negative,,,
jonbaer_,My Sundays wouldn't be complete with The Walking Dead!  #TheWalkingDead,negative,,,
iam_adrianaj,N.ggas talk sh.t but that re-promotion Im living my life like the end is approaching,negative,,,
aWoZy,Na make we dey plan guneral remain o. “@Gbengaa__: The day arsenal beats bayern munchen 6-1 I might just commit suicide tbvh”,positive,,,
suicide_girl08,"Nada es eterno. El café se enfría, el humo se disipa, pasa el tiempo, y la gente cambia",negative,,,
s_suicidal,Nada será igual después de esto.,negative,,,
maridelacarmen,"Naps never improve my mood, I just wake up cranky and sleepier",negative,,,
jadv3,"Nasty ballbreaker, stay out of my bed, outta my head if it's lovin' you, I'm better off dead back off back off bitch",negative,,,
hot69mom,Nathan Ryan's music legitimately makes me want to commit suicide,negative,,,
McLovin05_,"Never get attached, people wake up with different feelings everyday.",negative,,,
amberr_lynnn15,Never get to attached. People wake up with different feelings everyday.,negative,,,
jow_erl,Never get too attached...people wake up with different feelings everyday!,negative,,,
keversmurphy,Never Gonna Give You Up/Wake Me Up Rick Astley/Avicii mash up. This is an awful thing. Someone should get a slap for this! #ShouldGiveThisUp,negative,,,
TheReal_ShariM,"Never ignore a person who loves, cares, & misses you, because 1 day u might wake up & realize that u lost the moon while counting the stars",negative,,,
EsotericJess,Never jump the fence unless you're ready to face what's on the other side. #CollinsQuotes,negative,,,
punkpizzaparty,Never taking what I have for granted again omg what a wake up call,negative,,,
lllegaljoon,"Never thought of suicide Im too alive
I treat it like its do or die
Even though dyin isnt in the plan
But neither was makin it and here I am",negative,,,
eanrahs,Never trust my feelings . I wake up with new ones errday,negative,,,
_daaiss,Never wake me up from my nap ...,negative,,,
rosebushoran,Never wake someone up on a Monday cause they will automatically hate you for the rest of their life,negative,,,
xiaokaishiabu,"never want to be wake or get up early, better to be ever and after.",negative,,,
_kingSavage_23,Niggas dead be worry about the next nigga GO WORRY ABOUT A BITCH!,negative,,,
sethroch,Niggas gone be (worst word for dead) in class,negative,,,
SwitchMoscato,Nikkaz be mad when I walk in so I RIP the fit just let them no they just as dead to me...,negative,,,
Suicidal_Wounds,"No entiendo a esas personas que en un mes aman a otra, me fastidian.",negative,,,
MKekei,No Kelewele..i shoulda stayed home...life is not worth living... :'(:'(:'(:'(,negative,,,
LaMaisonGoubert,"No matter how mad or tired you wake up, try to make the most of every day. We never know what tomorrow brings.",negative,,,
OVOAnna,"No matter what you say or what you do
When I'm alone I rather be with you
Fuck them other niggas
Ill be right by your side
Til infinity dies",negative,,,
s_suicidal,No me favorece esto.,negative,,,
mixed_text,no one would deny that my life is meanigless. this will continue until the day my life end. just a sense of repentance has been accumulated.,negative,,,
suicide_motive9,No pues ya no me sale lo cursi 8c Recurriré al plan B /o/,negative,,,
Suicidal_Wounds,"No suelo llorar por las personas, cuando lo hago me alejo, para siempre.",negative,,,
jollydaehyun,Nobody cares and everyone would be a whole lot better off without me so why don’t I just be done with it and kill myself,negative,,,
nofuturebitch,Nobody even care if I kill myself right now.,negative,,,
ShaNelly_6,Normally At This Time Reall Ppl Names Does Be Getting Lick Up On My TL But It Just Dead Tonight,negative,,,
Shays_Wayyy,Not being able to predict the future is what makes life worth living tho!,positive,,,
Jaco301,"Not everyone in the world has someone worth dying for, but there is always someone worth living for.",negative,,,
PaulieShayy,now i've said it before and i'll say it again: if you think you're alive then you're better off dead. <3,negative,,,
azizitheawesome,"Now that I have the plan to do it, just waiting for the right moment. #suicide",negative,,,
_jillian33,now ya better off dead like the title of my worrrrrk,negative,,,
pfvraddie,oh god i'm gonna die alone,negative,,,
spaceshinji,old japanese myth: if you leave a dakimakura alone for too long they might get lonely and die.,negative,,,
HopieJ0,omg like seriously im going to kill myself,negative,,,
camille_alyssa1,OMG THE POWERS OUT AND IM HOME ALONE AND THERE IS A HORNET IN MY ROOM  IM GONNA DIE,negative,,,
suicidal_guurl,Omg!!  @CameronDallas Can't.you're just so perfectpic.twitter.com/e90miLkgTv,positive,,,
erinmeesters,One big swig of cold medicine and one big sleeping pill and hopefully I will wake up with one less giant cold #wishfulthinking #sleepforever,negative,,,
nonononovvvv,"-One day you're gonna thank me -Yeah, in my suicide note",positive,,,
yungflex666,one of my earbuds stopped working im finna kill myself,negative,,,
23balJerry,One of my wishes is to go to sleep and never wake up,negative,,,
Pillowbard,Only downside: I'll be getting rid of Dead Rising 3 & Bravely Default in the process.,negative,,,
Larissaagarciaa,only if I could fall asleep & never wake up..,negative,,,
KimooSlicee,"Oomf taking forever to text back, I'm finna go to sleep",positive,,,
twerkmasterbish,"Open the fridge. 
You'll find my suicide note in there. 
Jk my fridge is empty.",negative,,,
kayyyy_4x,"or slip into a coma, and never wake up.",negative,,,
_katabigail,Or.... I could just go to sleep forever.,negative,,,
RepairAdvocate,"Our #roadside telephone dispatch is available 24/7. We are ready to change tires, jump start your battery, and more! 

#MyRepairAdvocate",positive,,,
PaulFolger,Our sports intern is ready to jump in just in case ! :) @mrESPNalford pic.twitter.com/2HfcJIj9vo,positive,,,
MarkAnthony5050,Panthers Fans on My time line  ready to jump on innocent people over  this whole letting smitty go thing!!,negative,,,
that70sburn,peguei um papel escrevi everybody wants to change the world but no one wants to die e dei pra prof de teatro,negative,,,
falfano1,"People are on the edge, getting ready to jump. How long we can hold them back is unsure. My guess is 30 mins maybe. #wearethepeople",negative,,,
MerdePoof,People are probably way better off without me in their life.,negative,,,
ExtranaChica,People dont be believing me when I say I will cut them... I dead ass carry a razor ..,negative,,,
Mr1738,People just jump in ya mentions ready to be offended....smh,negative,,,
King_Garcia_93,People keep trying to tell me what do and whats right.. but they dont think about how in the end it will make my life,negative,,,
_MiraaBABY_,People realive be press to know certain people ctfu  that's dead you will never catch me being press to know anybody,negative,,,
WackyGirlHere,People sleep and I wake up. I sleep and people wake up. Is doing the opposite any good? May be not always but that doesn't mean never. #YOLO,negative,,,
anissaL122,"People who say ""ily"" make me want to throw up and kill myself ",negative,,,
Suicidal_Wounds,"Perder la dignidad, escribir ""Hola"" y que no respondan, uy no, mejor me quedo así.",negative,,,
ImBatmanYaKnow,Photo: omgbuglen: Suicide Pact http://tmblr.co/Z66jqx1ABK749 ,positive,,,
jmzemanek,Physiology actually makes me want to die.,negative,,,
tedscott4,"Plan-   Al-Qaeda Calls for Car Bomb Attacks on American Cities
Problem- Suicide bomber accidentally kills self while parking car",negative,,,
DIVINITYXXX,Plan on dying by suicide or Akatsuki.,negative,,,
israelgrimaldo_,Plan on either dying for suicide or my asthma.,negative,,,
EsotericWxnder,Plan on either dying from suicide or my asthma.,negative,,,
Suicidal_Harley,Please and thank you,positive,,,
Gabbzilla_Lynne,Please let me fall asleep and never wake up.,negative,,,
billy_gaffney,Ppl have to stop constantly retweeting these Nash Grier and Cameron Dallas kids it makes me want to kill myself when my entire feed is them,negative,,,
you_love_me_not,Pretty determined everyone will be better off without me. And only two people would actually notice if I was gone...,negative,,,
mschreiber99,Put this picture in my suicide letter pic.twitter.com/myRH7GJFQF,negative,,,
305miami6924,"QOTD: ""What is life worth living if you are not turning everything into sex?""",negative,,,
ello_monate,Ran out of Nutella. This is my suicide letter.,negative,,,
BryanYepez6,Read my letter on elder suicide. People suffering from terminal illness should have the right to take their lives. Kant agrees? #ph130sp14,negative,,,
letmed1ealone,Reading over my suicide note makes me want to cry,negative,,,
xSteveEdgex,"Reading post about people's friends and questioning their loyalty and trust makes me think, ""what kind of murder/suicide pact are you into?""",negative,,,
simonuk,"Reads more like a ""let's get pissed and top ourselves"" suicide pact than a GroupOn deal pic.twitter.com/jSpZp79OyF",negative,,,
_Almiightyy,Ready Jump On This My Player Tryna Get To All Star Weekend,positive,,,
Catchfire3,Ready to hit practice hard gotta jump levels ....,positive,,,
jezaaaabel,ready to jump in the hot tub. my legs are killing me,negative,,,
chloelewy,ready to jump off a fucking cliff,negative,,,
BobbyJ115,Ready to jump off the roof of my house because everybody is boring,negative,,,
VMignott,Ready to jump off this clock and get lifted.,negative,,,
ohmy_marleeey,Ready to jump out of my window I'm so bored.,negative,,,
TransSocWrkZaac,Ready to jump ship and look for new work. It has only been 3 months. Ugh. I hate all the things today.,negative,,,
tatianaa96,Ready to pass out and never wake up,negative,,,
coar8,Ready to start like a bungee jump with no rope but I ain't trying to see the bottom because that's where I came from I ain't forgotten,negative,,,
SayyMYName_,"Ready to take off, jump off right NOW if you aren't with me!  ...",positive,,,
austhegemini,"really hope mrs. myrtle doesn't report me for sayin ""suicidal"" today I'm not even suicidal????",negative,,,
SungAja10,Reblog if you actually give a shit about anyone who's suicidal or depressed. - no one should scroll past... http://tmblr.co/ZDvptu18cJrBc ,negative,,,
woodgnomology,Religious leaders object to assisted dying/suicide for those suffering terminal illness cos it interferes with God's plan. Fuck them #bbctbq,negative,,,
TlMEZONE,remember the suicide pact @xavier,negative,,,
midwesturn,right now my life is like the static period at the beginning of a YA novel where the character either ends up in the mental ward or dead.,negative,,,
sarahhenning_,Rowan makes me want to kill myself,negative,,,
ginanopam,"RT @Hollywoodheat: When I die I want my last tweet to be ""really nigga @death ?""",negative,,,
Loyiso_Sabo,"RT @KarenWalkerBot: Wow, ten years of game night. What a milestone. Maybe you should celebrate with a suicide pact.",positive,,,
DanielOCL,RT @LilyWonderland My suicide note will be nice and short. Straight to the point: fuck you all. <3 // 2,negative,,,
ljgrealestate,"RT @ljgrealestate ""Our suicidal foreign fuel depedence  "" http://ow.ly/tXZmd ",positive,,,
whatsamatta_u,RT @meganamram: Was going to kill myself but then my spec suicide note sold to network for six figures!!! :),negative,,,
_shokuGOATki_,RT @WillSanchez_13: I'm ready to go to sleep forever,positive,,,
kaileysalzillo,RT “@Toriiino: @jwill_24_ @kaiileyy there's no excuse for suicide.”,negative,,,
sum1beads,"Rt@RCCGworldwide:Father I prophesy an end to dryness in my life now forever,IProphesy an end 2dryness in my family, business & Your church.""",negative,,,
x_Kelm,sad when all you can think about is what should my suicide note say,negative,,,
BluntTruthMofo,"Said fuck coke and now I'm snorting Hitler's ashes, plan on either dying for suicide or my asthma",negative,,,
Shar_Awn,Sake off kelewele? RT @MKekei: No Kelewele..i shoulda stayed home...life is not worth living... :'(:'(:'(:'(,negative,,,
KieranBell_,Sarah and Emma are the best and my life would not be worth living without them. #sap,positive,,,
MartinRossHenne,Scarlett and Zach #24hourttheater  going to to kill it tonight!! Played by myself and the awesome… http://instagram.com/p/lTQRZhPTVp/ ,positive,,,
lovely_relapse,School makes me want to kill myself.,negative,,,
emilywhite_13,"Scratch that, I wanna sleep forever..",negative,,,
shayy_murphyy29,Sean is truly my anchor... If somethin ever happened to him I honestly think id kill myself. Id lose my mind w/o him #bigbrother #loveyou,negative,,,
ciaraj__,Seem like i was sleep forever,negative,,,
Tyramadan,Separate wealth from value. All living things have value. We impart this value upon lifeless things to give them worth not vice versa.,negative,,,
baby_ZEE1,"Seriously exhausted & not ready to jump into hardlines, work is way to crazy rn. #Canigohome",negative,,,
mariah_brown97,Sharelle Taking Forever To Text Me Back ; Im Finna Go To Sleep !,positive,,,
allie_kres,Shaun and I just made a suicide pact,negative,,,
Whoplah,"shawty ima do things you ain't never did
finna wake up next to you in my crib",negative,,,
YesYouSirs,She hopes I’m cursed forever to sleep on a twin-sized mattress in somebody’s attic or basement my whole life,negative,,,
faking_gee,She'll be better off without me anyway.,negative,,,
nearlyddead,shes better off without me,negative,,,
losing_chase,She's better off without me,negative,,,
drew_obrien14,She's better off without me ..,negative,,,
justlosttbh,She's better off without me anyways.,negative,,,
ewelina_szadyy,"showered, picked out an outfit & attempted to do my hair but im so ready to just jump back into bed and sleep for the rest of the night",negative,,,
suicide_girl08,Si es por eso soy ''HERMOSA'' :)pic.twitter.com/gPdZsswAUx,positive,,,
KatieHatin,Sick and tired of this life I'm living,negative,,,
morganemaheo,sleep forever,negative,,,
thisismeshunky,"snsd pls ready my

apology letter
+
excuse letter

huhuhu 

i'm busy writing my suicide note",negative,,,
thisismeshunky,"snsd pls ready my

apology letter
+
excuse letter

huhuhu 

i'm busy writing my suicide note",negative,,,
SavvyBabii,So cool living near the chain of lakes! I never get tired of the view :) #sunset #nature #nofilter http://instagram.com/p/lTPYD1MB94/ ,positive,,,
bethbrewski,So fucking tired of living so far from everyone,negative,,,
ThatSoStephy,So guys. @WalkingDead_AMC is on tonight. Who's ready to scream and jump for joy?!,positive,,,
A_LegoBlockHead,So I am getting ready to jump into South Park: #StickofTruth for the first time since buying it. Consider me excited for this epic journey.,positive,,,
elliedoessmell,So I guess Ragnarok didn't happen. Good thing my friends in the suicide pact bailed on me.,negative,,,
BrendaMax_,So I have to wait till tomorrow to take him. If anything happens to him me and my cat Kittles made a suicide pact.,positive,,,
g_din7,So I'm just gonna crawl in bed and never wake up k bye,negative,,,
imjustanasshol1,So I'm nasty looking and I need to kill myself ?,negative,,,
mikeb2211,So should I kill myself or you kill yourself? Because both of us cant be on this world. Lmfao Hannibal Burress has me dying,negative,,,
_suicidalll,so tempted to plan a suicide date,negative,,,
MariahRudzinski,So tired of living in Texas,negative,,,
liyatwotimes,so tired of living like this,negative,,,
beatrizslapa,"so tired of trying, of living",negative,,,
LynnSLS,"So, my 'Fat Pants' are too tight

This is my suicide note",negative,,,
aaspahr,"Socrates (469-399 B.C.) said, “The unexamined life is not worth living.” This came to my mind this morning as I... http://fb.me/3fTxmbgsA ",negative,,,
PlatoQuote,Socrates: The greatest good of man is daily to converse about virtue... the life which is unexamined is not worth living (Apology),positive,,,
Charliemack_,"Some people i used to chill with i wouldn't be seen dead with now, shows how much shit can change in no time",negative,,,
_AleSaravia,Someday understand that things are better off without me in their lives...,negative,,,
The_GetawayGirl,"someone is trying to chat with me in public and they are eating loud and looking at me and this is officially my suicide note. 

good bye.",negative,,,
HerLastWordsxD,Someone's I think i might be better off dead,negative,,,
HannahYolobioch,Sometime I wonder if I am better off dead but I stay here because I still get a laugh very day from @tyleroakley @JoeyGraceffa and many more,positive,,,
anthony_side,"Sometimes I feel everyone would be better off without me, like if I wasn't even here .",negative,,,
anusupremee,Sometimes I feel your better off without me.,negative,,,
GeorgeDaSilvaM,"sometimes I get tired of life, right now I'm tired of living in this life. #fuckitalltho",negative,,,
jxmi_,Sometimes I get tired of living in DC,negative,,,
_JessiStories,Sometimes I just be feeling like I'm not needed in this world and folks would be better off without me,negative,,,
needyshes,Sometimes i just feel like everyone would be better off without me #VoteAriana #KCA,negative,,,
idekdes,"sometimes I sit here ready to tweet something meaningful and I end up saying ""I like tacos"" or ""hi"" I don't understand my life",positive,,,
gbbyrios,sometimes i want to die but then i remember m&ms exist,negative,,,
Cillacastillo3,"Sometimes I wonder if people will notice I left, I mean it's not they notice me now. Y'all are better off without me anyways #js",negative,,,
piranhapIant,sometimes im glad i dont know u guys in person because people would probably be dead,negative,,,
AdelCaudle,"Sometimes we come into a persons life not to make them love us, but to make them feel that they're so much worth living for.",negative,,,
AshienCaesman,"Sometimes we come into a persons life not to make them love us, but to make them feel that they're so much worth living for.",negative,,,
DenysClatworthy,"Sometimes we come into a persons life not to make them love us, but to make them feel that they're so much worth living for.",negative,,,
TaraPotkin,"Sometimes we come into a persons life not to make them love us, but to make them feel that they're so much worth living for.",negative,,,
ShirDanilewicz,"Sometimes we come into a persons life not to make them love us, but to make them feel that they're so much worth living for.",negative,,,
suicidal_skank,"somewhere along the way, she lost control to the monster.",negative,,,
Sam_Griffith13,Sorry guys this is my suicide letter. love you all Xx :( pic.twitter.com/rqkHRQGDqf,positive,,,
zerodecorum,"Sorry, I might be late to work. I’m making a suicide pact with my cat.",negative,,,
rachaelgosney,Starting to realise how much better off everyone would be without me,negative,,,
DawsAngeles,"Stephen Bishop is on  @AdamCarollaShow tomorrow. Something's telling me it might be you, all of my life. Stuck in my head now til end o day",negative,,,
DylanObsessed24,"Stiles was worried about the nogitsune taking over
Malia felt guilt for killing her family
They just didn't want to die before having sex",negative,,,
rodsafrogrowing,Still awake taking forever to sleep :(((,negative,,,
godlessbeing,"STOP romanticizing suicide! Fucking idiots,  you make people who have had 1 bad day want to take it out on the rest of their life .-.",negative,,,
SweetfaceK,"Stop trying to be them other girls, baby try your own
Cause everybody just be trying not to die alone....",negative,,,
Donttipme,Suicidal Tendencies by Biggie is seriously my life,negative,,,
J_Munn24,Suicidal thoughts by biggie is deep as hell..,negative,,,
kingglizard,suicide is the only plan for my future atm. which is rather depressing,negative,,,
_getmeout_,"Suicide isnt poetic 
Why is my letter poetic
Ergh
Fuck you over working head with your shitty need to make poems",negative,,,
_celieneeee,Suicide Letter ~ The Rep >>>>  One of my favss.,negative,,,
TamsenParker,"Suicide Mission of the Day:
Science Museum during school vacation week. This is my love letter to OBR.",positive,,,
touchdalight,suicide note on the back of my gucci receipt,negative,,,
marwamorsy,Suicide note: My files have crashed and I'm supposed to repeat a week's worth of work in 1 night. Goodbye as I drown in the sea of my tears.,negative,,,
Jr_Focker,Suicide note: My final Acid trip,positive,,,
BaySharam,"Suicide Note:

I am going to Commit Suicide had break up last Night God accept my Soul.",negative,,,
JoyTApple,Suicide pact Jelly Babies. Oh yeah. #DoctorWho,positive,,,
naughtyneshu,Suicide plan.,positive,,,
Tabarnaken,Suicide Silence - Disengage,negative,,,
f__b,Suicide: an illustrated video by Álvaro de Campos http://www.lostateminor.com/2013/11/01/suicide-by-alvaro-de-campos/ …,positive,,,
vickimaresca,"Summer has come and passed, the innocent can never last, wake me up when september ends .",negative,,,
WHOREinfested,swerving in the road BC I want to die,negative,,,
EMGxStoney,Take a bitch to jumpstreet. Her: Where we at? Me: Our date .. Better get ready to jump jump with them Kris Kross braids bitch,negative,,,
MissLare,Take a perfect picture for me. I don't ever want this period of my life to end.  http://instagram.com/p/lTPqMfnM-k/ ,negative,,,
Ross_Jamieson,"Taking Advanced Higher English, decided. Going to want to die so bad lol",negative,,,
Tati_Lee,Taking forever & a day to text back .. so ima go to sleep,positive,,,
forever_avi,Talking to @GerardSingh before I go to sleep   makes me the #happiestgirlintheworld,positive,,,
lucipuurrr,tbh I'd be better off dead and I don't give a fuck about what anyone has to say about it,negative,,,
angelalocke_,"Tbh, I will never understand how a person can just wake up one day and decide they're done with someone.",negative,,,
bethanjenkins,"Tell you what, I wonder why I tweet sometimes. People so ready to jump and criticise or create an argument where there isn't one.",negative,,,
Swagtastic02,Thank god I don't have depressed people in my life.  That shit is like the flu everything ends up depressed,negative,,,
Causton97,That awkward moment when your orthodontist says you look like Christopher Reeve... who happens to be dead. :/ #RIPpic.twitter.com/M5P6MspW63,negative,,,
Forever_Jason,that horrible moment when you're tired but can't go to sleep .,negative,,,
EternalAtaken,That just got me thinking... I have suicidal thoughts & I've been resisting them. I just escaped a fire! I am living for a reason...,positive,,,
amcalledB,That one person that gives u so much! You almost want to die,negative,,,
AlejandroMilian,That's social suicide.,negative,,,
Liltiib,That's why I never want to wake up..,negative,,,
bayleyjohnson22,"The ""#selfie"" song makes me want to kill myself. ",negative,,,
tw1zt1d81,The #whtsNXT outro from this week will serve well as my suicide note!! Love(d) the show!! @AgnewJason @JokerRadio,positive,,,
elt_tam,The autoplay feature of my netflix isn't working/has turned itself off & quite frankly I'm not sure life is worth living... #thestruggle,negative,,,
palesighx,the best suicide plan ever,positive,,,
randomscreename,The Big Bang Theory was renewed for three seasons. Remember that suicide pact we all made? Now seems like the best time to do it.,negative,,,
kinzieekuu,the day pretty little liars ends my life will die with it,negative,,,
CbaileyH,"The end of the aisle promo pics, the himym moments Video, and pic of a cobie/aly kiss.
Who wants the himym-fandom to die of excitement",negative,,,
samichamberssss,The fact that I have gym on my birthday makes me want to kill myself,positive,,,
sarspoor,the fact that my mom isn't even trying to stop smoking really pisses me off actually. she's just slowly committing suicide.,negative,,,
frankiemei,The fire department has got to be tired of coming to this building for no reason. I KNOW EVERYONE LIVING HERE IS! #wtf #theresnofire,negative,,,
venacunva,The only way to escape is to just keep your eyes shut and go to sleep forever .,negative,,,
theWolfBC,"The people here are very seriously discussinh the TV show Survivor.

This is my suicide note.",negative,,,
samirasawlani,"The people that died in Nigeria today- living, breathing individuals.not just a number-they existed!They had loved ones.What's a life worth?",negative,,,
reaganbeto,the rain is making me wanna cuddle and sleep forever,negative,,,
jaymackenzee,the stretch marks i left on my mother from birth will not be another suicide letter i never finished.,negative,,,
Ann_Montgomer,"The suicidal code does not applied on me, I'm too coward to kill myself",negative,,,
Leathers77,"The Sun headline:

TOWIE BOOSTS ECONOMY BY £1.4 BILLION

Goodbye all.

(This is my suicide note i'm leaving to my family)",negative,,,
mollsballls,The sun is making dead week twice as bad. I just wanna be outside,negative,,,
alysaaataufid,The time will forever ticking . And now it almost 3 am in the morning and i cant go to sleep yet .,negative,,,
dwikisahkan,The unexamined life is not worth living.,negative,,,
habeebwho,The unexamined life is not worth living.,negative,,,
elecavalier,The unexamined life is not worth living. - Socrates #fb,negative,,,
IAmDavidOsborn,"The unexamined life is not worth living. 
? Socrates #Quotes",negative,,,
RoopaWeber,The unexamined life is not worth living. ?Socrates #selfesteem #confidence #quotes,negative,,,
destinysrayc,"The voices in my head screaming ""you're better off dead"" will never stop with haunting",negative,,,
bhackey_,The walking dead is going to be oh so serious toniyte!!!,positive,,,
Melcakes88,The wicked die alone.,negative,,,
yeslikecuba,then my mom walked into the dressing rooms and I got really confused and embarrassed and this my friends is the end of my life,negative,,,
BurgessMitch,There is a chick speaking very loudly in french on the bus and I forgot my headphones. Going to either kill her or myself #pleaseshutup,negative,,,
aspiringcat,There is actually ZERO ways I could use my skills of speaking to elderly rude people that wouldn't continue to make my life not worth living,negative,,,
ThatOneGuyLee,"There is an app missing from my phone. I have no clue which one, but there is a space. This is my suicide letter.",negative,,,
danielvs_14,"There is no life without love, at least not one worth living",positive,,,
ashleydenecke,There is nothing beautiful about the mind of a suicidal person.,positive,,,
lydialucia,there is something about sunday evenings that makes me want to kill myself,negative,,,
OllyNze,There's one possessed cockroach in my living room that doesn't want to die! Even after I sprayed insecticide on it!,negative,,,
SIMPLYSHEEDY,These girls out here faking their whole appearance ! This should dead be a crime.,negative,,,
alyssaparka,These niggas want me to go to the beach right now I'm not trying to die.,negative,,,
drfofo91,These then are my last words to you. Be not afraid of life. Believe that life is worth living and your belief will help create the fact.,negative,,,
JailJules,"They got some bread on my head now,its okay/i said I'd be better off dead now,any Fuckin' way #juggalo #jules #baseddevil #acidrap #lyrics",negative,,,
deannalussier_,they just wrapped up the final episode of how i met your mother a few minutes ago. ill go kill myself now,negative,,,
Fall_OnLove,They know they tired of living at home lol,negative,,,
__babybri,They say Im better off dead 'cause heaven's full & hell won't have me.,negative,,,
rach_alexis,"they told me they would help me and never leave me... 3 weeks later here I am, ready to kill myself",negative,,,
muchselfhate,They're better off without me.,negative,,,
Adovy,They're gathering ideas for a teambuilding day. Oh god. Umm maybe a suicide pact.,negative,,,
Ruskooo_,Think I want to sleep forever,negative,,,
imnot0kay_,thinking about suicide triggers me to plan it,negative,,,
Liltreltrel,Thinking of ways to kill myself,negative,,,
tpham912,this 6 page english paper is my suicide note,negative,,,
Hixenboss,This ain't the way my life bout to end,negative,,,
KeironSlack,This astronauts living In space programme is well worth a watch ! But how can a man not masturbate for 6 months ? #FlyingSperm,negative,,,
clareshannon,This bouncy ball is an ellipsoid. Life is not worth living.,negative,,,
RyReddick11,This drive plus the sad ass country songs are making me wanna kill myself,negative,,,
_grace_grace,"This film is so awful I want to die, how could someone have thought this was good enough to release",negative,,,
leonxbel,THIS GAME IS MAKING ME WANNA KILL MYSELF,negative,,,
HobeFerris,This goddamn weather will definitely be mentioned in my suicide note.,negative,,,
tara_papworth,This is GENIUS!! AVICII & RICK ASTLEY 2014 - Never Gonna Wake Up  (Mashup): http://youtu.be/oT3mCybbhf0  via @youtube,positive,,,
betty0674,This is my suicide letter pic.twitter.com/h5gfoCpyms,negative,,,
_Dropdead_red,This is my suicide note. pic.twitter.com/Bzx6y9n09a,negative,,,
hostiIe,"This is that hothead, fuck what the cops said, be a pothead til I drop dead music",negative,,,
kissforIuck,this is the closest i got to a 5h picture bc i didn't want my phone to die before demi came out lol pic.twitter.com/g23jRTs0Gp,negative,,,
FrankAFuckingA,This really pretty girl was staring at me and smiling at me today. I was too much of a pussy to talk to her. Haha I'm gonna die alone.,negative,,,
Ambitious_MAY,This school gone have me dead broke but it'll be all worth it at the end #Motivated,negative,,,
MyBad_minton,"This week has been the comfiest times I've ever been in bed, I wake up so happy and comfy that I never want to leave",positive,,,
Adler_TheMC,This world would be better off without me.,negative,,,
Lauzwhitey,Those of you girls who don't are sluts and will die alone with cats  #thatisall,negative,,,
kjohnn_,Thursday night I slept an hour Friday night I didnt go to sleep so I go to bed last night thinkin Im gonna sleep forever and I was up for 7,negative,,,
SimplyWontonn_,Tia's aunt makes me want to plan my suicide attempt.,negative,,,
ignored_freak,Time for a long stupid talk about how suicidal I am :( cant wait,negative,,,
social_junkee,"Time is precious
Time is precious
Time is precious
Time is precious
Time is precious

- My alarm. Will be dead in a minute",negative,,,
chelseaaaaa15,Time to sleep forever. Goodnight,negative,,,
Next2Trvll,Tired living of the world,negative,,,
tiaramahardhita,Tired of living and scared of dying.,negative,,,
brokenrazors,Tired of living and scared of dying.,negative,,,
Th3JoshuaVision,Tired of living by these double standards,negative,,,
_ShaeClarke,Tired of living by this double standard ~,negative,,,
OctMight69her,Tired of living day to day like everything aite!,positive,,,
PapiRob_,Tired of living day to day like everything is alright,negative,,,
BTB_Blessed,"Tired of living day to day like everything is alright,  every night there's one thing on my mind, Just Waiting On My Moment.",negative,,,
Elemoose777,Tired of living day to day like everything's alright,negative,,,
Cash_monikk,Tired of living day to day like everything's alright,negative,,,
RangelGangOrDie,"Tired of living day to day like everything's alright, Just waitin on that moment",negative,,,
hunterkprater,Tired of living day to day like everything's alright.,negative,,,
